Rk,player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
483,Jordan McLaughlin,28,SAS,PG,13,0,6.2,0.8,1.2,.667,0.5,0.8,.636,0.2,0.3,.750,.900,0.4,0.4,1.000,0.0,0.3,0.3,1.4,0.2,0.0,0.2,0.2,2.5
484,Reece Beekman,23,2TM,PG,31,0,11.0,0.8,2.5,.308,0.2,1.0,.188,0.6,1.5,.391,.346,0.4,0.5,.706,0.3,0.6,0.8,1.3,0.6,0.1,0.5,0.8,2.1
484,Reece Beekman,23,GSW,PG,2,0,2.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0
484,Reece Beekman,23,BRK,PG,29,0,11.6,0.8,2.7,.299,0.2,1.1,.188,0.6,1.6,.378,.338,0.4,0.6,.706,0.2,0.6,0.9,1.3,0.7,0.1,0.6,0.8,2.2
485,Chris Duarte,27,CHI,SG,17,0,4.4,0.7,1.5,.462,0.4,0.9,.400,0.4,0.6,.545,.577,0.4,0.5,.750,0.3,0.9,1.2,0.5,0.0,0.0,0.1,0.4,2.1
486,Drew Peterson,25,BOS,PF,21,1,7.5,0.7,1.5,.452,0.5,1.2,.400,0.2,0.3,.667,.613,0.3,0.3,.857,0.2,1.2,1.4,0.6,0.2,0.1,0.3,0.7,2.1
487,Patrick Baldwin Jr.,22,2TM,SF,23,0,4.5,0.7,1.4,.515,0.5,0.9,.524,0.3,0.5,.500,.682,0.1,0.2,.500,0.2,0.8,1.0,0.1,0.1,0.1,0.2,0.2,2.0
487,Patrick Baldwin Jr.,22,WAS,SF,22,0,4.6,0.8,1.5,.515,0.5,1.0,.524,0.3,0.5,.500,.682,0.1,0.2,.500,0.2,0.8,1.0,0.1,0.1,0.1,0.2,0.2,2.1
487,Patrick Baldwin Jr.,22,LAC,SF,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
488,Vlatko Čančar,27,DEN,PF,12,0,11.0,0.8,2.2,.385,0.3,1.3,.267,0.5,0.9,.545,.462,0.0,0.0,,0.5,2.2,2.7,0.8,0.3,0.2,0.8,0.8,2.0
489,Jack McVeigh,28,HOU,PF,7,0,4.0,0.7,1.9,.385,0.6,1.4,.400,0.1,0.4,.333,.538,0.0,0.0,,0.1,0.4,0.6,0.1,0.0,0.1,0.1,0.1,2.0
490,Adama Sanogo,22,CHI,C,4,0,5.3,1.0,1.8,.571,0.0,0.0,,1.0,1.8,.571,.571,0.0,0.0,,1.3,0.3,1.5,0.3,0.0,0.0,0.3,0.3,2.0
491,Phillip Wheeler,22,PHI,PF,4,0,10.8,0.8,5.0,.150,0.0,2.3,.000,0.8,2.8,.273,.150,0.5,0.5,1.000,0.5,1.3,1.8,0.5,0.3,0.5,0.3,0.3,2.0
492,Kobe Brown,25,LAC,PF,36,0,6.7,0.8,1.8,.469,0.1,0.6,.182,0.7,1.2,.619,.500,0.1,0.2,.714,0.5,1.1,1.6,0.6,0.2,0.1,0.3,0.6,1.9
493,Ariel Hukporti,22,NYK,C,25,1,8.7,0.8,1.2,.677,0.0,0.0,,0.8,1.2,.677,.677,0.2,0.5,.462,0.6,1.5,2.0,0.4,0.0,0.6,0.8,1.3,1.9
494,Tyler Kolek,23,NYK,PG,40,0,7.1,0.7,1.9,.338,0.3,1.1,.302,0.3,0.9,.382,.422,0.3,0.4,.733,0.2,0.5,0.6,1.7,0.3,0.1,0.4,0.6,1.9
495,E.J. Liddell,24,CHI,PF,8,0,4.5,0.6,1.3,.500,0.4,1.0,.375,0.3,0.3,1.000,.650,0.3,0.3,1.000,0.1,0.5,0.6,0.4,0.1,0.1,0.3,1.0,1.9
496,Rayan Rupert,20,POR,SG,46,0,6.9,0.7,1.8,.390,0.2,0.8,.270,0.5,1.0,.489,.451,0.3,0.4,.750,0.5,0.5,1.0,0.4,0.2,0.0,0.5,0.5,1.9
497,Jericho Sims,26,2TM,C,53,5,11.9,0.8,1.3,.634,0.0,0.0,,0.8,1.3,.634,.634,0.2,0.2,.615,1.3,2.4,3.7,0.6,0.2,0.4,0.6,1.2,1.8
497,Jericho Sims,26,NYK,C,39,5,10.8,0.7,1.2,.609,0.0,0.0,,0.7,1.2,.609,.609,0.2,0.3,.615,1.3,2.0,3.3,0.6,0.2,0.3,0.5,1.2,1.6
497,Jericho Sims,26,MIL,C,14,0,15.0,1.2,1.8,.680,0.0,0.0,,1.2,1.8,.680,.680,0.0,0.0,,1.4,3.4,4.9,0.8,0.1,0.6,0.9,1.4,2.4
498,Pete Nance,24,2TM,PF,10,0,8.0,0.6,1.8,.333,0.4,1.4,.286,0.2,0.4,.500,.444,0.1,0.2,.500,0.2,0.8,1.0,0.3,0.1,0.0,0.0,1.1,1.7
498,Pete Nance,24,PHI,C,7,0,9.7,0.7,2.1,.333,0.6,1.7,.333,0.1,0.4,.333,.467,0.1,0.3,.500,0.3,1.1,1.4,0.4,0.1,0.0,0.0,1.4,2.1
498,Pete Nance,24,MIL,PF,3,0,4.0,0.3,1.0,.333,0.0,0.7,.000,0.3,0.3,1.000,.333,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7
499,JD Davison,22,BOS,PG,13,0,4.3,0.5,1.2,.438,0.2,0.8,.300,0.3,0.5,.667,.531,0.4,0.5,.714,0.1,0.5,0.6,0.5,0.2,0.1,0.7,0.1,1.7
500,Enrique Freeman,24,IND,PF,20,1,7.0,0.6,1.3,.480,0.1,0.3,.167,0.6,1.0,.579,.500,0.5,0.8,.600,0.3,0.7,1.0,0.4,0.1,0.1,0.3,0.9,1.7
501,PJ Hall,22,DEN,C,19,0,3.5,0.7,1.3,.583,0.1,0.4,.250,0.6,0.8,.750,.625,0.2,0.2,.750,0.3,0.8,1.2,0.2,0.0,0.2,0.1,0.6,1.7
502,Alex Len,31,2TM,C,45,6,8.2,0.7,1.3,.508,0.0,0.2,.250,0.6,1.1,.549,.525,0.2,0.4,.471,0.8,1.2,2.1,0.8,0.2,0.4,0.4,1.1,1.6
502,Alex Len,31,SAC,C,36,3,7.2,0.6,1.1,.537,0.0,0.2,.167,0.6,1.0,.600,.549,0.2,0.4,.538,0.7,1.1,1.8,0.8,0.2,0.5,0.3,1.0,1.4
502,Alex Len,31,LAL,C,9,3,12.1,0.9,2.0,.444,0.1,0.2,.500,0.8,1.8,.438,.472,0.1,0.4,.250,1.4,1.8,3.2,0.8,0.1,0.2,0.7,1.7,2.0
503,Leonard Miller,21,MIN,SF,11,0,2.6,0.5,1.3,.357,0.0,0.5,.000,0.5,0.8,.556,.357,0.7,0.7,1.000,0.3,0.7,1.0,0.0,0.2,0.1,0.2,0.2,1.6
504,Tristan Thompson,33,CLE,C,38,0,7.0,0.7,1.6,.458,0.0,0.1,.000,0.7,1.5,.482,.458,0.1,0.6,.227,0.7,2.0,2.7,0.6,0.0,0.2,0.3,0.8,1.6
505,Armel Traoré,22,LAL,SF,9,0,7.4,0.7,2.1,.316,0.0,0.8,.000,0.7,1.3,.500,.316,0.2,0.8,.286,0.2,1.4,1.7,0.1,0.4,0.2,0.3,0.7,1.6
506,Pacome Dadiet,19,NYK,SG,17,0,5.9,0.5,1.6,.321,0.4,1.1,.333,0.2,0.6,.300,.429,0.1,0.2,.667,0.0,0.8,0.8,0.3,0.2,0.1,0.2,0.4,1.5
507,Alex Ducas,24,OKC,SG,19,0,5.1,0.5,1.3,.400,0.5,0.9,.500,0.1,0.4,.143,.580,0.0,0.0,,0.3,0.7,1.0,0.2,0.3,0.0,0.2,0.4,1.5
508,Johnny Furphy,20,IND,SG,45,0,6.4,0.5,1.4,.375,0.3,0.8,.324,0.3,0.6,.444,.469,0.2,0.2,1.000,0.4,0.8,1.2,0.2,0.3,0.2,0.2,0.7,1.5
509,Jazian Gortman,21,DAL,PG,16,0,3.6,0.6,1.4,.391,0.3,0.7,.364,0.3,0.8,.417,.478,0.1,0.3,.500,0.1,0.3,0.3,0.4,0.1,0.1,0.3,0.6,1.5
510,Quincy Olivari,23,LAL,PG,2,0,5.0,0.5,2.5,.200,0.5,2.5,.200,0.0,0.0,,.300,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,1.5
511,Matt Ryan,27,NYK,SF,19,0,3.6,0.5,1.6,.323,0.3,1.0,.316,0.2,0.6,.333,.419,0.1,0.1,1.000,0.0,0.4,0.4,0.2,0.1,0.0,0.2,0.1,1.5
512,Jordan Walsh,20,BOS,PF,47,1,7.7,0.6,1.5,.366,0.3,1.0,.277,0.3,0.5,.542,.458,0.1,0.3,.583,0.4,0.8,1.2,0.3,0.2,0.2,0.3,0.6,1.5
513,Trey Alexander,21,DEN,SG,22,0,5.0,0.5,1.8,.300,0.1,0.8,.176,0.4,1.0,.391,.338,0.1,0.2,.750,0.0,0.5,0.5,0.5,0.0,0.0,0.2,0.5,1.4
514,Cam Christie,19,LAC,SG,9,0,4.8,0.6,1.8,.313,0.2,1.2,.182,0.3,0.6,.600,.375,0.1,0.2,.500,0.1,0.7,0.8,0.6,0.3,0.0,0.2,0.2,1.4
515,David Duke Jr.,25,SAS,SG,4,0,4.5,0.5,1.8,.286,0.0,0.3,.000,0.5,1.5,.333,.286,0.3,0.5,.500,0.0,0.8,0.8,0.8,0.0,0.0,0.3,0.3,1.3
516,Adam Flagler,25,OKC,SG,33,0,4.4,0.5,2.2,.233,0.3,1.7,.179,0.2,0.5,.412,.301,0.0,0.0,,0.2,0.4,0.6,0.2,0.2,0.1,0.1,0.4,1.3
517,Spencer Jones,23,DEN,SF,20,0,6.3,0.6,1.7,.324,0.1,0.9,.059,0.5,0.9,.588,.338,0.2,0.2,1.000,0.4,0.5,0.9,0.3,0.3,0.3,0.3,0.9,1.3
518,Skal Labissière,28,SAC,PF,4,0,3.0,0.5,1.0,.500,0.3,0.3,1.000,0.3,0.8,.333,.625,0.0,0.0,,0.3,0.5,0.8,0.3,0.0,0.0,0.0,0.3,1.3
519,Garrett Temple,38,TOR,SG,25,0,7.3,0.4,1.7,.214,0.2,0.8,.250,0.2,0.9,.182,.274,0.4,0.4,.900,0.2,0.8,1.0,1.0,0.6,0.1,0.4,0.9,1.3
520,Keshad Johnson,23,MIA,SF,13,0,4.8,0.5,0.9,.583,0.1,0.3,.250,0.5,0.6,.750,.625,0.1,0.5,.167,0.2,1.2,1.4,0.2,0.2,0.3,0.2,0.4,1.2
521,Yuki Kawamura,23,MEM,PG,20,0,3.2,0.4,1.1,.364,0.2,0.8,.250,0.2,0.3,.667,.455,0.2,0.3,.667,0.0,0.4,0.4,0.7,0.1,0.0,0.2,0.4,1.2
522,Chris Livingston,21,MIL,SF,18,1,4.4,0.4,1.2,.333,0.0,0.4,.000,0.4,0.8,.500,.333,0.4,0.7,.667,0.4,0.9,1.3,0.1,0.3,0.0,0.3,0.3,1.2
523,Sidy Cissoko,20,2TM,SF,20,0,3.0,0.5,0.9,.500,0.2,0.4,.429,0.3,0.6,.545,.583,0.1,0.3,.167,0.2,0.4,0.6,0.3,0.1,0.0,0.2,0.4,1.1
523,Sidy Cissoko,20,SAS,SF,17,0,3.2,0.5,1.1,.500,0.2,0.4,.429,0.4,0.6,.545,.583,0.1,0.4,.167,0.2,0.4,0.6,0.4,0.1,0.0,0.1,0.4,1.3
523,Sidy Cissoko,20,POR,SF,3,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.3,0.0,0.3,0.0,0.0,0.0,0.3,0.3,0.0
524,Emoni Bates,21,CLE,SF,8,0,3.8,0.4,2.1,.176,0.4,1.6,.231,0.0,0.5,.000,.265,0.0,0.0,,0.0,0.1,0.1,0.5,0.1,0.0,0.0,0.3,1.1
525,Xavier Tillman Sr.,26,BOS,C,30,2,7.2,0.4,1.7,.235,0.2,1.1,.156,0.2,0.6,.368,.284,0.1,0.1,.750,0.3,1.0,1.4,0.2,0.3,0.2,0.4,0.6,1.1
526,Jamaree Bouyea,25,MIL,PG,2,0,3.5,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,1.0
527,Yuri Collins,23,GSW,PG,2,0,8.0,0.5,1.5,.333,0.0,0.0,,0.5,1.5,.333,.333,0.0,0.0,,1.0,0.5,1.5,2.0,1.0,0.0,0.0,2.5,1.0
528,Kevin McCullar Jr.,23,NYK,SF,2,0,3.0,0.5,1.5,.333,0.0,0.0,,0.5,1.5,.333,.333,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0
529,Bryce McGowens,22,POR,SG,13,0,2.5,0.3,1.1,.286,0.0,0.3,.000,0.3,0.8,.400,.286,0.4,0.5,.833,0.2,0.1,0.2,0.2,0.1,0.0,0.3,0.2,1.0
530,Anton Watson,24,NYK,SF,8,0,2.6,0.5,1.1,.444,0.0,0.1,.000,0.5,1.0,.500,.444,0.0,0.0,,0.1,0.3,0.4,0.3,0.1,0.0,0.3,0.4,1.0
531,Isaiah Crawford,23,SAC,SF,15,0,3.1,0.3,0.7,.455,0.1,0.3,.200,0.3,0.4,.667,.500,0.1,0.3,.500,0.1,0.5,0.5,0.1,0.1,0.1,0.1,0.1,0.9
532,RayJ Dennis,23,IND,PG,8,0,2.9,0.3,1.3,.200,0.1,0.9,.143,0.1,0.4,.333,.250,0.3,0.3,1.000,0.3,0.5,0.8,0.6,0.4,0.0,0.5,0.4,0.9
533,Jalen Bridges,23,PHO,SF,5,0,5.0,0.2,0.8,.250,0.2,0.8,.250,0.0,0.0,,.375,0.2,0.4,.500,0.0,0.6,0.6,0.0,0.0,0.0,0.8,0.0,0.8
534,D.J. Carton,24,TOR,SG,4,0,8.3,0.3,1.8,.143,0.0,0.8,.000,0.3,1.0,.250,.143,0.3,0.3,1.000,0.0,1.0,1.0,0.8,0.5,0.0,1.0,0.3,0.8
535,Josh Christopher,23,MIA,SG,11,0,3.0,0.3,0.9,.300,0.1,0.4,.250,0.2,0.5,.333,.350,0.2,0.4,.500,0.0,0.5,0.5,0.4,0.0,0.1,0.5,0.2,0.8
536,PJ Dozier,28,MIN,SG,9,0,3.9,0.2,0.3,.667,0.2,0.3,.667,0.0,0.0,,1.000,0.1,0.7,.167,0.1,0.4,0.6,0.6,0.1,0.0,0.1,0.3,0.8
537,Joe Ingles,37,MIN,SF,19,1,6.0,0.3,1.2,.261,0.2,0.8,.200,0.2,0.4,.375,.326,0.0,0.0,,0.1,0.5,0.6,1.2,0.1,0.0,0.5,0.6,0.8
538,Daniss Jenkins,23,DET,PG,6,0,2.0,0.3,1.0,.333,0.2,0.8,.200,0.2,0.2,1.000,.417,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.8
539,Luke Travers,23,CLE,SG,10,0,5.7,0.3,1.1,.273,0.0,0.4,.000,0.3,0.7,.429,.273,0.2,0.2,1.000,0.5,0.7,1.2,0.5,0.1,0.1,0.5,0.5,0.8
540,Ulrich Chomche,19,TOR,PF,7,0,4.6,0.3,0.7,.400,0.0,0.0,,0.3,0.7,.400,.400,0.1,0.3,.500,0.6,0.6,1.1,0.3,0.0,0.1,0.3,0.7,0.7
541,Harrison Ingram,22,SAS,SF,3,0,5.7,0.3,1.0,.333,0.0,0.3,.000,0.3,0.7,.500,.333,0.0,0.0,,0.3,1.3,1.7,0.3,0.3,0.0,0.0,0.7,0.7
542,James Johnson,37,IND,PF,12,0,3.1,0.3,0.9,.364,0.0,0.3,.000,0.3,0.7,.500,.364,0.0,0.1,.000,0.0,0.5,0.5,0.3,0.0,0.2,0.3,0.4,0.7
543,Liam Robbins,25,MIL,C,13,0,4.4,0.2,0.6,.250,0.0,0.2,.000,0.2,0.5,.333,.250,0.4,0.8,.500,0.5,0.4,0.9,0.2,0.2,0.2,0.5,0.7,0.7
544,Cui Yongxi,21,BRK,SG,5,0,2.0,0.2,1.4,.143,0.0,0.6,.000,0.2,0.8,.250,.143,0.2,0.4,.500,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.6
545,Stanley Umude,25,MIL,SG,20,0,3.3,0.2,1.2,.174,0.1,0.7,.154,0.1,0.5,.200,.217,0.1,0.2,.500,0.2,0.6,0.8,0.2,0.2,0.2,0.1,0.3,0.6
546,Tristen Newton,23,2TM,SG,8,0,2.0,0.1,1.0,.125,0.0,0.4,.000,0.1,0.6,.200,.125,0.1,0.1,1.000,0.3,0.3,0.5,0.3,0.1,0.0,0.3,0.5,0.4
546,Tristen Newton,23,IND,SG,5,0,1.6,0.2,1.2,.167,0.0,0.6,.000,0.2,0.6,.333,.167,0.2,0.2,1.000,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.4,0.6
546,Tristen Newton,23,MIN,SG,3,0,2.7,0.0,0.7,.000,0.0,0.0,,0.0,0.7,.000,.000,0.0,0.0,,0.7,0.7,1.3,0.3,0.3,0.0,0.3,0.7,0.0
547,Jacob Toppin,24,NYK,SF,16,0,3.1,0.2,0.6,.300,0.0,0.1,.000,0.2,0.5,.375,.300,0.0,0.0,,0.1,0.6,0.7,0.3,0.1,0.0,0.1,0.2,0.4
548,Malevy Leons,25,OKC,SF,6,0,3.5,0.0,0.3,.000,0.0,0.2,.000,0.0,0.2,.000,.000,0.3,0.7,.500,0.2,0.3,0.5,0.2,0.0,0.0,0.2,0.7,0.3
549,Daishen Nix,22,MIN,PG,3,0,4.3,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,.000,0.3,0.7,.500,0.0,1.3,1.3,1.0,0.0,0.0,1.3,0.3,0.3
550,Justin Minaya,25,POR,SF,13,0,2.2,0.1,0.4,.200,0.0,0.2,.000,0.1,0.2,.500,.200,0.0,0.2,.000,0.2,0.2,0.3,0.2,0.1,0.0,0.0,0.2,0.2
551,Jesse Edwards,24,MIN,C,2,0,2.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0
552,Bobi Klintman,21,DET,SF,7,0,2.7,0.0,0.3,.000,0.0,0.1,.000,0.0,0.1,.000,.000,0.0,0.0,,0.0,0.6,0.6,0.1,0.0,0.1,0.1,0.3,0.0
553,Mac McClung,26,ORL,SG,2,0,5.0,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.5,0.5,1.5,0.0,0.0,0.0,1.0,0.0
554,Jalen McDaniels,27,WAS,SF,4,0,1.8,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0
555,Emanuel Miller,24,CHI,PF,2,0,3.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0
556,Riley Minix,24,SAS,SF,1,0,7.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
557,Miles Norris,24,BOS,PF,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
558,Jahlil Okafor,29,IND,C,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
559,Zyon Pullin,23,MEM,SG,3,0,1.0,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
560,Isaiah Stevens,24,MIA,PG,3,0,2.0,0.0,0.7,.000,0.0,0.3,.000,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.7,0.7,0.0,0.3,0.0,0.0,0.0,0.0
561,Terry Taylor,25,SAC,PF,3,0,2.0,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.3,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0
562,P.J. Tucker,39,NYK,SF,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
563,Jahmir Young,24,CHI,PG,2,0,3.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0
,League Average,,,,,,,,,.467,,,.360,,,.545,.543,,,.781,,,,,,,,,
